Merge branch 'roller/chromium/master'
Merge branch 'master' into roller/chromium/master
Merge pull request #864 from IgorKlopov/patch-1
Merge pull request #860 from rprichard/master
Merge pull request #81 from rprichard/master
Merge pull request #862 from atom/window-state-events
Merge pull request #858 from atom/wm-class
Merge pull request #855 from paulcbetts/fix-webview-typo
Merge pull request #831 from atom/taskbar-extension
Merge pull request #830 from paulcbetts/windows-build-instructions
Merge pull request #826 from statico/patch-1
Merge pull request #823 from frankhale/win-file-dialog-default-path
Merge pull request #817 from atom/menubar-dynamic-api
Merge pull request #816 from atom/browser-window-preload
Merge pull request #815 from frankhale/force-native-window
Merge pull request #814 from atom/original-fs
Merge pull request #801 from frankhale/http-referrer
Merge pull request #800 from frankhale/windows-min-max-animation
Merge branch 'master' into windows-min-max-animation
Merge branch 'master' into http-referrer
Merge pull request #810 from atom/report-back-crash-id
Merge pull request #806 from atom/symbols-server
Merge pull request #807 from paulcbetts/patch-1
Merge pull request #794 from atom/webivew-preload
Merge pull request #791 from brentertz/online-offline-events-tutorial
Merge pull request #790 from atom/error-box
Merge pull request #787 from atom/webview-plugins
Merge pull request #779 from atom/new-window-disposition
Merge pull request #78 from frankhale/maximize-devtools-window
Merge pull request #778 from atom/project-infinium-webview-devtools
Merge branch 'webview-devtools' of https://github.com/project-infinium/atom-shell into project-infinium-webview-devtools
Merge pull request #777 from atom/web-dialog
Merge pull request #763 from paulcbetts/dont-hardcode-atom-lib
Merge pull request #754 from Subash/master
Merge pull request #750 from atom/fix-leaking-webcontents
Merge pull request #747 from stefanbuck/patch-1
Merge pull request #740 from atom/webview
Merge pull request #742 from patr0nus/yosemite-fix
Merge pull request #727 from atom/high-dpi
Merge pull request #726 from atom/dbus-checking-menu
Merge pull request #717 from atom/show-inactive
Merge pull request #708 from matttbe/globalmenu
Merge pull request #698 from matttbe/master
Merge pull request #700 from atom/chrome38
Merge pull request #703 from waywardmonkeys/cleanup-asar-docs
Merge pull request #77 from brightray/chrome38
Merge pull request #699 from matttbe/globalmenu
Merge pull request #685 from atom/speech
Merge pull request #680 from Subash/patch-1
Merge pull request #682 from joshmarinacci/patch-1
Merge pull request #674 from Subash/fs-stat
Merge pull request #76 from brightray/usermedia
Merge pull request #665 from atom/asar
Merge pull request #670 from alexanderneu/master
Merge pull request #659 from hokein/master
Merge pull request #655 from hokein/master
Merge pull request #652 from atom/chromedriver
Merge pull request #644 from lusbuab/patch-1
Merge pull request #642 from hokein/master
Merge pull request #643 from atom/mac-tray
Merge pull request #75 from brightray/devtools-toolbar
Merge pull request #73 from brightray/chrome37
Merge pull request #641 from atom/web-runtime-flags
Merge pull request #636 from kitematic/master
Merge pull request #612 from nuivall/master
Merge pull request #626 from atom/v8-debugger
Merge pull request #622 from atom/chrome37
Merge pull request #624 from Rahazan/patch-1
Merge pull request #610 from atom/devtools-extension
Merge pull request #614 from atom/atom-shell-squirrel
Merge pull request #72 from brightray/devtools-zoom
Merge pull request #606 from hokein/master
Merge pull request #603 from soh1988/patch-corrections
Merge pull request #602 from soh1988/patch-minSize
Merge pull request #599 from atom/printing
Merge pull request #594 from PeterDaveHello/patch-1
Merge pull request #71 from brightray/request-context-getter-delegate
Merge pull request #70 from brightray/proxy-server
Merge pull request #590 from atom/browser-v8-debugger
Merge pull request #585 from atom/menubar_underline
Merge pull request #578 from cornedor/appdata
Merge pull request #69 from brightray/host-rules
Merge pull request #68 from brightray/expose-url_request_context_getter
Merge pull request #577 from cornedor/verbose
Merge pull request #576 from atom/geolocation
Merge pull request #573 from atom/resource-dispatcher-delegate
Merge pull request #572 from atom/window-larger-than-screen
Merge pull request #67 from brightray/devtools-experiments
Merge pull request #567 from atom/linux-ci
Merge pull request #565 from atom/deepak1556-appveyor_setup
Merge pull request #564 from sryze/patch-1
Merge pull request #66 from brightray/crash-closing-devtools
Merge branch 'appveyor_setup' of https://github.com/deepak1556/atom-shell into deepak1556-appveyor_setup
Merge pull request #558 from atom/menubar-autohide
Merge pull request #65 from brightray/mac-devtools-focus
Merge pull request #552 from atom/dialog-filters
Merge pull request #549 from cornedor/master
Merge pull request #544 from hokein/master
Merge pull request #534 from hokein/hotkey
Merge pull request #537 from springmeyer/patch-1
Merge pull request #538 from atom/tracing-module
Merge pull request #530 from atom/ks-vendor-dlls
Merge pull request #64 from hokein/master
Merge pull request #63 from brightray/chrome36
Merge pull request #524 from atom/chrome36
Merge pull request #518 from HackPlan/menudpi
Merge pull request #516 from alexwhitman/patch-1
Merge pull request #62 from brightray/window-frame
Merge pull request #503 from atom/linux-native-frame
Merge pull request #493 from hokein/issue460
Merge pull request #495 from batjko/patch-1
Merge pull request #440 from atom/chrome35
Merge pull request #484 from yaotti/show-stack-traces-for-boot-failure
Merge pull request #480 from lusbuab/patch-1
Merge pull request #445 from island205/update-quick-start
Merge pull request #60 from brightray/new-mac-devtools
Merge pull request #61 from tnm/patch-1
Merge pull request #58 from brightray/chrome35
Merge branch 'master' into chrome35
Merge pull request #437 from avdg/maximize
Merge pull request #452 from marksamman/master
Merge pull request #448 from as3boyan/patch-2
Merge pull request #57 from padopolis/master
Merge pull request #423 from atom/hidpi-icon
Merge pull request #420 from atom/process-main-module
Merge pull request #418 from sprintr/master
Merge pull request #408 from FWeinb/patch-1
Merge pull request #409 from atom/ks-escape-accelerator
Merge pull request #407 from atom/detached-devtools
Merge pull request #56 from brightray/detached-devtools-quirks
Merge pull request #406 from atom/webview
Merge pull request #404 from atom/skip-taskbar
Merge pull request #397 from RobberPhex/master
Merge pull request #55 from brightray/windows-attached-devtools
Merge pull request #379 from atom/32bit-linux
Merge pull request #375 from atom/status-icon
Merge pull request #363 from atom/application-locale
Merge pull request #354 from atom/automatic-group-id
Merge pull request #351 from atom/custom-web-preferences
Merge pull request #343 from gmr/master
Merge pull request #347 from SeriousM/patch-2
Merge pull request #330 from atom/windows-webgl
Merge pull request #326 from jcanaway/patch-1
Merge pull request #327 from atom/content-size
Merge pull request #322 from pullreq/patch-1
Merge pull request #54 from brightray/latest-gyp
Merge pull request #311 from SeriousM/patch-1
Merge pull request #320 from avdg/pathwatcher
Merge pull request #52 from brightray/expose-message-dispatcher
Merge pull request #314 from atom/add-community-info-to-readme
Merge pull request #304 from kramerc/graphics-switching
Merge pull request #307 from SeriousM/patch-1
Merge pull request #288 from jhiggins-thrillist/patch-1
Merge pull request #285 from GregMefford/patch-3
Merge pull request #284 from GregMefford/patch-2
Merge pull request #283 from GregMefford/patch-1
Merge pull request #286 from yaotti/patch-1
Merge pull request #276 from atom/quitting-unresponsive
Merge pull request #273 from weakish/patch-1
Merge pull request #266 from dougnukem/patch-2
Merge pull request #267 from kramerc/patch-1
Merge pull request #263 from Navgeet/bump
Merge pull request #264 from NKMR6194/master
Merge pull request #261 from pborreli/typos
Merge pull request #258 from commadelimited/doc-fixes
Merge pull request #255 from dougnukem/patch-1
Merge pull request #246 from Dorian/patch-1
Merge pull request #252 from CoolOppo/patch-1
Merge pull request #247 from quicksnap/patch-1
Merge pull request #243 from hughsk/enable-webgl
Merge pull request #235 from atom/open-source
Merge pull request #240 from atom/friendly-default-app
Merge pull request #239 from atom/tutorials
Merge pull request #238 from atom/cj-move-frameworks
Merge pull request #237 from atom/apm-from-npm
Merge pull request #234 from atom/api-web-contents
Merge pull request #232 from atom/fix-devtools-menu
Merge pull request #231 from atom/native-mate
Merge pull request #225 from atom/devtools-menu
Merge pull request #216 from atom/atom-chrome-src
Merge pull request #215 from atom/first-mouse-event
Merge pull request #214 from atom/linux-menu
Merge pull request #213 from atom/linux-open-dialog
Merge pull request #211 from atom/linux-message-box
Merge pull request #208 from atom/default-sandboxed-iframe
Merge pull request #202 from atom/fix-acclerated-composition
Merge pull request #196 from atom/iframe-security
Merge pull request #195 from atom/undocked-devtools
Merge pull request #191 from atom/win-ci
Merge pull request #189 from atom/linux-symbols
Merge pull request #188 from atom/old-fasioned-dialog
Merge pull request #180 from atom/linux-breakpad
Merge pull request #178 from atom/debug-devtools
Merge pull request #149 from atom/linux
Merge branch 'master' into linux
Merge branch 'master' into linux
Merge pull request #176 from atom/unload-on-upgrade
Merge pull request #173 from atom/cj-fix-release-name
Merge pull request #51 from brightray/osx-fd-limit
Merge pull request #162 from atom/cj-replace-sparkle-with-squirrel
Merge branch 'master' into cj-replace-sparkle-with-squirrel
Merge pull request #172 from atom/secure-iframe
Merge pull request #50 from brightray/debug
Merge pull request #49 from brightray/commit-argument
Merge remote-tracking branch 'origin/master' into cj-replace-sparkle-with-squirrel
Merge pull request #166 from atom/cz-v8-locker
Merge branch 'master' into cj-replace-sparkle-with-squirrel
Merge branch 'master' into linux
Merge pull request #155 from atom/fix-q
Merge pull request #154 from atom/safe-context
Merge pull request #152 from atom/gfx-module
Merge pull request #48 from brightray/disable-linux-clang
Merge pull request #147 from atom/remote-docs
Merge pull request #146 from atom/window-open
Merge pull request #140 from atom/chrome31
Merge pull request #46 from brightray/linux-notifications
Merge pull request #47 from brightray/longer-lines
Merge branch 'longer-lines' into linux-notifications
Merge branch 'master' into chrome31
Merge pull request #45 from brightray/fix-proxy-crash
Merge pull request #144 from shama/typo
Merge pull request #44 from brightray/fix-devtools-flash
Merge pull request #43 from brightray/arches-key
Merge pull request #42 from brightray/devtools-is-opened
Merge pull request #41 from brightray/v8-proxy-resolver
Merge pull request #139 from atom/browser-cleaner
Merge pull request #136 from atom/fix-ua
Merge pull request #133 from atom/sheet-unresponsive
Merge pull request #40 from brightray/default-browser-client
Merge pull request #39 from brightray/mac-x64
Merge pull request #38 from brightray/chrome-31
Merge pull request #130 from atom/force-closing
Merge pull request #37 from brightray/virtual-initialize
Merge pull request #36 from brightray/linux
Merge pull request #35 from brightray/fix-black-devtools
Merge pull request #124 from atom/breakpad
Merge branch 'master' into breakpad
Merge pull request #128 from atom/api-capture-page
Merge pull request #125 from atom/dont-map-meta
Merge pull request #34 from brightray/cpplint
Merge pull request #33 from brightray/linux
Merge branch 'master' into linux
Merge pull request #122 from atom/fix-console-stdio
Merge pull request #32 from brightray/appcache-hang
Merge pull request #110 from atom/better-accelerator
Merge pull request #13 from brightray/devtools-scheme
Merge pull request #31 from brightray/less-flashing
Merge pull request #30 from brightray/chrome-30
Merge pull request #105 from atom/windows-menu
Merge pull request #104 from atom/pylint
